"NOME_PESSOA","CNS","CPF","PIS","DATA_NASCIMENTO","NOME_MAE","ID_ORIGEM","DATA_EVENTO","COMPETENCIA","ID_EVENTO_ORIGEM","STATUS","DATA_INATIVACAO","GESTACAO","PESO","ALTURA","DUM","DPP","SEMANA_GESTACIONAL","LOCAL","PROFISSIONAL"
"DAVI SOARES MENDES","708208145916044",,,"2014-05-28","JENNYFER SOARES DE FREITAS","274339","2019-02-11","2019-12","13",,,,,,,,,,
"DAVI SOARES MENDES","708208145916044",,,"2014-05-28","JENNYFER SOARES DE FREITAS","274339","2019-10-01","2019-12","13",,,,"23",,,,,,
"RN DE MARIA ANTONIA PEREIRA OLIVEIRA","898005903776096",,,"2019-01-25","MARIA ANTONIA PEREIRA OLIVEIRA","274350","2019-02-11","2019-12","13",,,,"64.3","1.63",,,,,
"RN DE MARIA ANTONIA PEREIRA OLIVEIRA","898005903776096",,,"2019-01-25","MARIA ANTONIA PEREIRA OLIVEIRA","274350","2019-05-31","2019-12","13",,,,"64.1","1.64",,,,,
"RN DE MARIA ANTONIA PEREIRA OLIVEIRA","898005903776096",,,"2019-01-25","MARIA ANTONIA PEREIRA OLIVEIRA","274350","2019-11-25","2019-12","13",,,,,,,,,,
"RN DE MARIA ANTONIA PEREIRA OLIVEIRA","898005903776096",,,"2019-01-25","MARIA ANTONIA PEREIRA OLIVEIRA","274350","2019-10-18","2019-12","13",,,,"65.9","1.64",,,,,
"ASIER MATHIAS MILLAN FLORES","898005904157357",,,"2018-08-20","GLEIDIMAR JOSEFINA MILLAN FLORES","277973","2019-02-19","2019-12","13",,,,,,,,,,
"ADRIMAR VICTORIA YENDEZ PARRA","898005904570475",,,"2016-10-06","ADRIANNIS LEONOR PARRA","278298","2019-09-11","2019-12","13",,,,"13.5","0.89",,,,,
"ANNA JULIA AGAPITO DE SOUSA","702807113011067","08187351209",,"2019-03-06","ANDREZA AGAPITO SILVA DO CARMO","298931","2019-04-23","2019-12","13",,,,"67.4",,,,,,
"LARISSA ANDREINA ALVES LARA","702907590239472",,,"2013-05-23","NOME INCOMPLETO","274408","2019-02-11","2019-12","13",,,,"83","1.75",,,,,
"DIANA P VALLENILIA MARTINEZ","898005898390458",,,"2014-02-12","NOME INCOMPLETO","278157","2019-03-07","2019-12","13",,,,,,,,,,
"ENZO JHODA VALENTE DE ANDRADEE","898005804537697",,,"2017-07-05","JAIARA VALENTE DE ANDRADE","311598","2019-06-03","2019-12","13",,,,,,,,,,
"JULIAN JOSUE GOMEZ AGUIAR","701009855012391","08223633213",,"2019-03-15","MARBELIS SABRINA AGUIAR MARTINEZ","311836","2019-06-04","2019-12","13",,,,,,,,,,
"FERNANDA MACHADO DA SILVA","702607748815645","06987782270",,"2017-11-22","GLEICIANE DA SILVA LIMA","279740","2019-10-14","2019-12","13",,,,"52","1.61",,,,,
"RN DE G LAYLLA NASCIMENTO COSTA","898005904919419",,,"2018-12-07","NOME INCOMPLETO","279874","2019-09-09","2019-12","13",,,,"74.5",,,,,,
"ROBERTO OLIVEIRA BARROS","709205234463733","04169073266",,"2014-05-23","EUNICE ALVES DE OLIVEIRA","301260","2019-05-29","2019-12","13",,,,,,,,,,
"ROBERTO OLIVEIRA BARROS","709205234463733","04169073266",,"2014-05-23","EUNICE ALVES DE OLIVEIRA","301260","2019-05-21","2019-12","13",,,,"87.3",,,,,,
"JAVIER ENRIQUE FOUCAULT ROLDAN","898005907674905",,,"2018-11-17","MICHELLE THAIS ROLDAN URBINA","301264","2019-04-30","2019-12","13",,,,"11.2","0.78",,,,,
"BRUNO SILVA SOMBRA","700403419517840","08028557252",,"2019-01-31","IDENILZA GAMA DA SILVA","312397","2019-11-12","2019-12","13",,,,,,,,,,
"MARIA EDUARDA VIEIRA RODRIGUES","704202243777989",,,"2018-12-27","DAMARES VIEIRA OLIVEIRA RODRIGUES","280422","2019-10-02","2019-12","13",,,,,,,,,,
"GEOVANA CUNHA SOUSA","700004946540800",,,"2018-10-31","DANIA CARDOSO DA CUNHA","288768","2019-05-21","2019-12","13",,,,"53.8","1.71",,,,,
"GEOVANA CUNHA SOUSA","700004946540800",,,"2018-10-31","DANIA CARDOSO DA CUNHA","288768","2019-03-25","2019-12","13",,,,"55.2","1.71",,,,,
"KALINE GABRIELA ABREU SIQUEIRA","898004506320788",,,"2014-09-10","NOME INCOMPLETO","288854","2019-04-03","2019-12","13",,,,,,,,,,
"ARTHUR GUILHERME DE ALMEIDA CANTUARIO","898004890135911","06798103235",,"2014-12-29","BEATRIZ DE ALMEIDA BARBOSA","302052","2019-09-16","2019-12","13",,,,,,,,,,
"MELANIE ANDREINA SUAREZ LICET","703400241458817","08090420290",,"2019-02-16","YULKEIRI PAULINA LICET CASTILLO","302170","2019-05-16","2019-12","13",,,,,,,,,,
"EMILLY VITORIA FIUZA SALES","704501308538610","07308732266",,"2016-03-02","VANESSA SALES DA SILVA","306778","2019-05-17","2019-12","13",,,,"23.5",,,,,,
"EMANUEL ELIAS DA SILVA","708703152514895",,,"2017-12-20","DETSY DE LOS ANGELES UBIEDA ORTUNO","303165","2019-05-29","2019-12","13",,,,"51.5","1.59",,,,,
"LUCAS SAMUEL SOBRAL RODRIGUES","898005887388392","07497764209",,"2018-08-25","VALDENIA SOBRAL DA SILVA","303206","2019-05-07","2019-12","13",,,,,,,,,,
"GETZARA MARVELIS RODRIGUEZ BUSTAMANTE","898005905243214",,,"2015-08-04","NOME INCOMPLETO","281668","2019-09-23","2019-12","13",,,,,,,,,,
"GETZARA MARVELIS RODRIGUEZ BUSTAMANTE","898005905243214",,,"2015-08-04","NOME INCOMPLETO","281668","2019-10-04","2019-12","13",,,,"78","1.45",,,,,
"ANGELO MALONY MAGALHAES SOUZA","898005130093862",,,"2015-08-16","RAYSA KERLLY FABRICIO DE SOUZA","303677","2019-07-17","2019-12","13",,,,,,,,,,
"ENDERSON JOSUE ROJAS GARCIAS","898005910424353",,,"2016-11-11","EULENY MARGARITA GARCIAS QUINTERO","303749","2019-08-26","2019-12","13",,,,,,,,,,
"PEDRO HENRIQUE MONTEIRO SILVA","700401908201747",,,"2018-03-15","JESSICA MONTEIRO MARQUES","291692","2019-04-02","2019-12","13",,,,"13","0.9",,,,,
"AINA SOFIA BARROS OLIVEIRA","898004992021524","05261701236",,"2015-11-20","ISLLA MARIA NASCIMENTO BARROS","305422","2019-05-14","2019-12","13",,,,,,,,,,
"JERSON DAVID GONZALEZ YAGUARE","708002301639428","70762737212",,"2016-11-02","JEANNELYS COROMOTO YAGUARE GONZALEZ","312540","2019-07-22","2019-12","13",,,,"5",,,,,,
"JERSON DAVID GONZALEZ YAGUARE","708002301639428","70762737212",,"2016-11-02","JEANNELYS COROMOTO YAGUARE GONZALEZ","312540","2019-08-15","2019-12","13",,,,,,,,,,
"NICOLLAS EMANOEL DOS SANTOS PEIXOTO","703405286922800","05797494280",,"2013-03-25","NATACHA SILVA DOS SANTOS","312674","2019-08-20","2019-12","13",,,,,,,,,,
"NICOLLAS EMANOEL DOS SANTOS PEIXOTO","703405286922800","05797494280",,"2013-03-25","NATACHA SILVA DOS SANTOS","312674","2019-07-29","2019-12","13",,,,,,,,,,
"NICOLLAS EMANOEL DOS SANTOS PEIXOTO","703405286922800","05797494280",,"2013-03-25","NATACHA SILVA DOS SANTOS","312674","2019-09-16","2019-12","13",,,,,,,,,,
"JHULE KAUANE DA SILVA BARROS","705005611044757",,,"2014-04-08","MARIA BEATRIZ PAULINO DA SILVA","283275","2019-03-08","2019-12","13",,,,,,,,,,
"JEAN PABLO JESUS RODNEY MARTINEZ","898005911095566",,,"2019-01-11","ANDRIS REBECA COROLINA RONDNEY MARTINEZ","306506","2019-11-13","2019-12","13",,,,"14.5",,,,,,
"ANA ALEXANDRA FUENTES CALZADILLA",,,,"2013-08-27","ANA KARINA CALZADILLA ACOSTAA","293912","2019-04-09","2019-12","13",,,,"74.6",,,,,,
"MATHIAS ANDRES SALAZAR COA","704802069627640","08181602250",,"2019-03-04","EMPERATRIZ CAROLINA COA TOCUYO","293914","2019-04-09","2019-12","13",,,,,,,,,,
"MATHIAS ANDRES SALAZAR COA","704802069627640","08181602250",,"2019-03-04","EMPERATRIZ CAROLINA COA TOCUYO","293914","2019-10-07","2019-12","13",,,,"53.4","1.43",,,,,
"MATHIAS ANDRES SALAZAR COA","704802069627640","08181602250",,"2019-03-04","EMPERATRIZ CAROLINA COA TOCUYO","293914","2019-11-01","2019-12","13",,,,"53.6",,,,,,
"ANDERSON MIGUEL SALAZAR FELIX","708202685510441","08367344243",,"2019-05-02","RAQUEL SALAZAR DA SILVA","313251","2019-06-06","2019-12","13",,,,,,,,,,
"LAYENNY MELISSE LIMA BATISTA","706002842881846","08160518285",,"2019-01-24","LEONIA DE LIMA","294418","2019-10-25","2019-12","13",,,,"82.3","1.61",,,,,
"MATTEO ALESSANDRO ARTEAGA GONZALEZ","709009860483610","08174844260",,"2019-03-03","MARICARMEN ALEXANDRA ARTEAGA GONZALEZ","295482","2019-04-12","2019-12","13",,,,,,,,,,
"HEITOR CAMARA DIAS","898005894772836","07585248202",,"2018-10-02","DELCIANE SOUSA DA CAMARA DIAS","313291","2019-06-06","2019-12","13",,,,"70.9","1.55",,,,,
"ANNY MARRY BANDEIRA DE OLIVEIRA LOPES","702106790626697","06114327225",,"2015-09-24","VANESSA BANDEIRA DE OLIVEIRA LIRA","295596","2019-11-04","2019-12","13",,,,"13.1",,,,,,
"ENZO GABRIEL FERREIRA MACHADO","898005912918493",,,"2016-09-21","ELIZANGELA FERREIR MCHDO","313730","2019-06-07","2019-12","13",,,,"8.2","0.67",,,,,
"BELLA FLOR ALVES FREITAS","700007554375606","07141423281",,"2018-03-31","ROBERTA SILVA ALVES","313740","2019-06-07","2019-12","13",,,,,,,,,,
"KELIANNYS ALEXANDRA PATINO FEMAYOR","898005821622117",,,"2014-09-24","LIANDRIZ ANDREINA FEMAYOR RODRIGUEZ","274428","2019-02-11","2019-12","13",,,,"37.6","1.35",,,,,
"KELIANNYS ALEXANDRA PATINO FEMAYOR","898005821622117",,,"2014-09-24","LIANDRIZ ANDREINA FEMAYOR RODRIGUEZ","274428","2019-10-14","2019-12","13",,,,"42",,,,,,
"FILHO DE JESSICA MAYARA DE ARAUJO RUFINO","898005813368622",,,"2017-08-30","JESSICA MAYARA DE ARAUJO RUFINO","275631","2019-02-13","2019-12","13",,,,"20.4","1.15",,,,,
"VICTORIA ELEJANDRA PICCIONI VELASQUEZ","898005898332075",,,"2017-12-02","LEIDYSMA VELASQUEZ LOPES","275661","2019-02-27","2019-12","13",,,,"12.3",,,,,,
"VICTORIA ELEJANDRA PICCIONI VELASQUEZ","898005898332075",,,"2017-12-02","LEIDYSMA VELASQUEZ LOPES","275661","2019-02-18","2019-12","13",,,,,,,,,,
"VICTORIA ELEJANDRA PICCIONI VELASQUEZ","898005898332075",,,"2017-12-02","LEIDYSMA VELASQUEZ LOPES","275661","2019-02-13","2019-12","13",,,,,,,,,,
"GABRIEL FERMIN DIAZ BRAVO","707808632622514","70792736257",,"2018-10-07","ONELIS DEL VALLE BRAVO GONZALEZ","314056","2019-07-25","2019-12","13",,,,,,,,,,
"GABRIEL FERMIN DIAZ BRAVO","707808632622514","70792736257",,"2018-10-07","ONELIS DEL VALLE BRAVO GONZALEZ","314056","2019-07-02","2019-12","13",,,,,,,,,,
"GABRIEL FERMIN DIAZ BRAVO","707808632622514","70792736257",,"2018-10-07","ONELIS DEL VALLE BRAVO GONZALEZ","314056","2019-09-16","2019-12","13",,,,,,,,,,
"MADISSON ESTEFANIA ARAY SILVA","702107767984796",,,"2019-03-27","GENESIS ESTEFANIA DA SILVA BOLIVAR","309666","2019-09-27","2019-12","13",,,,,,,,,,
"REBECA CARVALHO MALHEIRO","706401653959185","08268094214",,"2019-03-13","CLEUDILENE SILVA CARVALHO","309981","2019-05-29","2019-12","13",,,,,,,,,,
"JANIFER PAULINA LOPEZ","898005909804229",,,"2018-10-04","FELIANNI COROMOTO RAMOS LOPEZ","310029","2019-05-29","2019-12","13",,,,,,,,,,
"GENESIS DANIELA GONZALEZ MOSQUEDA","898005911659419",,,"2013-01-11","JESSICA CAROLINA MOSQUEDA MARQUEZ","310077","2019-05-29","2019-12","13",,,,,,,,,,
"HENRIC JAFE RODRIGUES DE SOUZA","898005158567842",,,"2017-03-10","ALINE NATACHA RODRIGUES BARBOSA","314167","2019-06-10","2019-12","13",,,,,,,,,,
"GUILHERME IGOR CARDOSO BRANDAO","706005398059142","08244933208",,"2019-03-08","IANNE LOBO BRANDAO","310120","2019-05-29","2019-12","13",,,,"12","0.8",,,,,
"GUILHERME IGOR CARDOSO BRANDAO","706005398059142","08244933208",,"2019-03-08","IANNE LOBO BRANDAO","310120","2019-08-16","2019-12","13",,,,"12.4","0.88",,,,,
"SOFIA MARIAINNY PARADAS","898005912107126","08348604227",,"2019-05-06","MARYORY PARADAS LOPEZ","310232","2019-05-31","2019-12","13",,,,,,,,,,
"SOFIA MARIAINNY PARADAS","898005912107126","08348604227",,"2019-05-06","MARYORY PARADAS LOPEZ","310232","2019-08-20","2019-12","13",,,,,,,,,,
"SOFIA MARIAINNY PARADAS","898005912107126","08348604227",,"2019-05-06","MARYORY PARADAS LOPEZ","310232","2019-06-18","2019-12","13",,,,,,,,,,
"THAIS JAMES","898005910446551",,,"2019-01-16","MARVELIN JOSE JAMES","303889","2019-11-25","2019-12","13",,,,,,,,,,
"VICTORIA ELISE RODRIGUES MOTA DOS SANTOS","898005909240163",,,"2019-01-09","SHIRLENY FIGUEIRA RODRIGUES","304159","2019-11-19","2019-12","13",,,,"75","1.68",,,,,
"ARANZA ISABELLA SALAS RIVAS","898005901499788",,,"2018-03-19","MICHELL JOSE RIVAS JARES","273661","2019-03-26","2019-12","13",,,,,,,,,,
"VINICIUS MIGUEL TAVARES NASCIMENTO","700408412567448",,,"2018-09-26","WANNAZA TAVARES NASCIMENTO","273798","2019-02-08","2019-12","13",,,,"62","1.56",,,,,
"KAUANE VITORIA SANTOS SILVA","705608443612614",,,"2016-12-11","ALEXSSANDRA CEZARIO DOS SANTOS","274333","2019-02-11","2019-12","13",,,,,,,,,,
"KAUANE VITORIA SANTOS SILVA","705608443612614",,,"2016-12-11","ALEXSSANDRA CEZARIO DOS SANTOS","274333","2019-03-29","2019-12","13",,,,,,,,,,
"KAUANE VITORIA SANTOS SILVA","705608443612614",,,"2016-12-11","ALEXSSANDRA CEZARIO DOS SANTOS","274333","2019-02-22","2019-12","13",,,,,,,,,,
"WALL E BRYAN MORAES DA SILVA","706408135334184",,,"2015-08-02","LEILIANE MORAIS DE CARVALHO","274342","2019-07-12","2019-12","13",,,,,,,,,,
"WALL E BRYAN MORAES DA SILVA","706408135334184",,,"2015-08-02","LEILIANE MORAIS DE CARVALHO","274342","2019-09-30","2019-12","13",,,,,,,,,,
"PEDRO HENRIQUE SOUTO SOUZA","898004163907701",,,"2013-10-07","GABRIELA SANTO DO NASCIMENTO","274939","2019-02-22","2019-12","13",,,,,,,,,,
"PEDRO HENRIQUE SOUTO SOUZA","898004163907701",,,"2013-10-07","GABRIELA SANTO DO NASCIMENTO","274939","2019-02-12","2019-12","13",,,,,,,,,,
"LEAH GABRIELLA VELASQUEZ VIVAS","898005900665102",,,"2019-01-13","GABRIELA YISSEL VIVAS PARRA","287866","2019-03-21","2019-12","13",,,,,,,,,,
"JONAS ANDRES ARAY MENDOZA","898005845602892",,,"2018-03-04","NOME INCOMPLETO","278351","2019-02-20","2019-12","13",,,,,,,,,,
"DANIA SHARLOTTE BRAVO","898005903640097",,,"2018-05-29","IANIA CARIDAD BRAVO VELASQUEZ","275625","2019-02-13","2019-12","13",,,,,,,,,,
"ESMERALDA GALILEA YACUA RAPUEZA","706804710270925",,,"2019-01-15","ANA BETZABETH YACUA RAPUEZA","289402","2019-03-26","2019-12","13",,,,,,,,,,
"ISABEL RAIANNE DA SLVA BRITO","898004177801242",,,"2013-09-02","FRANCISCA TATIANE DA SILVA BRITO","280971","2019-04-26","2019-12","13",,,,"87.1","1.58",,,,,
"ISABEL RAIANNE DA SLVA BRITO","898004177801242",,,"2013-09-02","FRANCISCA TATIANE DA SILVA BRITO","280971","2019-03-22","2019-12","13",,,,"88","1.56",,,,,
"WARLESSON KALLEB PEREIRA AZEVEDO","898005901353422",,,"2018-12-10","NAIARA PEREIRA BELMONT","276138","2019-02-15","2019-12","13",,,,"80.5","1.65",,,,,
"WARLESSON KALLEB PEREIRA AZEVEDO","898005901353422",,,"2018-12-10","NAIARA PEREIRA BELMONT","276138","2019-03-01","2019-12","13",,,,,,,,,,
"MARCELO ALEJANDRO GUEVARA VILLASANA","898005901297158",,,"2015-02-27","ROXIBEL ALEJANDRA VILLASANA CASTILLO","276182","2019-02-14","2019-12","13",,,,,,,,,,
"SAMUEL JOEL CARIPE CASTANEDA","898005885444279",,,"2015-12-22","ELIANNY DEL VALLE CASTANEDA","276654","2019-02-15","2019-12","13",,,,,,,,,,
"JOAO VINICIUS ALMEIDA MOREIRA","898004018843234",,,"2013-04-26","ELEINA DE ALMEIDA SILVA","289673","2019-10-11","2019-12","13",,,,"54.6",,,,,,
"JHULY LIANDRA DE ALMEIDA","704805530885748",,,"2018-11-01","NOME INCOMPLETO","276981","2019-03-25","2019-12","13",,,,"7.5","0.66",,,,,
"RHADASSA THAIMILLE LIMA SILVA","706802217179426",,,"2018-11-10","VIVIANE PINTO DE LIMA","277035","2019-03-07","2019-12","13",,,,,,,,,,
"RHADASSA THAIMILLE LIMA SILVA","706802217179426",,,"2018-11-10","VIVIANE PINTO DE LIMA","277035","2019-05-21","2019-12","13",,,,,,,,,,
"RHADASSA THAIMILLE LIMA SILVA","706802217179426",,,"2018-11-10","VIVIANE PINTO DE LIMA","277035","2019-04-15","2019-12","13",,,,,,,,,,
"RHADASSA THAIMILLE LIMA SILVA","706802217179426",,,"2018-11-10","VIVIANE PINTO DE LIMA","277035","2019-02-18","2019-12","13",,,,,,,,,,
"LEGGI ANGELINA CENTENO SILVA","898005904361779",,,"2016-01-20","LYOSKY ALEJANDRA SILVA MILLAN","277182","2019-02-18","2019-12","13",,,,,,,,,,
"ISLA MANUELLY APOLINARIO ALVES","704809513075443","07964547283",,"2019-01-14","IRISLENE APOLINARIO DE LIMA REIS","290122","2019-07-22","2019-12","13",,,,,,,,,,
"ISABELLY CHISTINA LIMA DA SILVA","898005155335207",,,"2016-12-03","CRISTIANE LIMA DA SILVA","298425","2019-07-03","2019-12","13",,,,,,,,,,
"YOSMER GUSTAVO SALAZAR SUAREZ","704002829427065","70705378241",,"2015-08-20","MARIANA PAOLA SUAREZ HURTADO","298661","2019-04-23","2019-12","13",,,,,,,,,,
"EMMANUEL DAVID PETIT RIVAS","898005908430031",,,"2019-02-08","NOME INCOMPLETO","298742","2019-05-03","2019-12","13",,,,,,,,,,
"LEIA CHARLOTTE PEREIRA VIVAS","898005905501094",,,"2017-10-07","NOME INCOMPLETO","282885","2019-06-27","2019-12","13",,,,,,,,,,
"EMMA VALENTINA TUDARES MENDEZ","705202408097774",,,"2016-11-15","NIUSKA KATIUSKA MENDEZ RODRIGUEZ","277336","2019-03-08","2019-12","13",,,,,,,,,,
"DAVI ALVES DE SOUSA","898005908190421","08210763296",,"2019-03-22","EVA ALVES DOS SANTOS","298077","2019-05-09","2019-12","13",,,,,,,,,,
"JOAO SALMON ARAUJO","704804570456545",,,"2019-01-18","JERRANY CAMILLY ARAUJO RODRIGUES","283259","2019-03-08","2019-12","13",,,,,,,,,,
"ARTUR VINICIUS FURTADO LIMA DE ASSIS","700502528216351",,,"2018-06-25","HIRLANDIA H F CARVALHO","277819","2019-02-19","2019-12","13",,,,,,,,,,
"MARIA JULIA VIEIRA DA SILVA","708907725862112",,,"2017-05-09","ADRIA FREITAS VIEIRA","278336","2019-02-20","2019-12","13",,,,,,,,,,
"MARIA JULIA VIEIRA DA SILVA","708907725862112",,,"2017-05-09","ADRIA FREITAS VIEIRA","278336","2019-03-19","2019-12","13",,,,,,,,,,
"MARIA EDUARDA BRASIL PANTALEAO","700009848637006","08210337270",,"2019-01-20","THAIS VIEIRA BRASIL","299123","2019-10-04","2019-12","13",,,,"10.5",,,,,,
"SELINA REBECA FRANCO DA COSTA","898004114024729",,,"2013-07-22","ZUGUIMAR DE SOUZA FRANCO","299190","2019-04-24","2019-12","13",,,,,,,,,,
"ANTONELLA ESTHER FERMIN RIVERO","898005867644148",,,"2015-09-03","NOME INCOMPLETO","283765","2019-03-11","2019-12","13",,,,,,,,,,
"NICOLLAS RAPHAEL SOUZA DE OLIVEIRA","898004621422431",,,"2014-02-17","ELIZANGELA SOUZA D EOLIVEIRA","283826","2019-03-11","2019-12","13",,,,"80",,,,,,
"ANTONELLA AMARAL FEREIRA","898005880120262",,,"2018-07-22","NATHALIA PEREIRA AMARAL NASCIMENTO","278568","2019-09-19","2019-12","13",,,,,,,,,,
"ANTONELLA AMARAL FEREIRA","898005880120262",,,"2018-07-22","NATHALIA PEREIRA AMARAL NASCIMENTO","278568","2019-12-04","2019-12","13",,,,,,,,,,
"THIAGO DANIEL MALAVE VIDAL","707002816975039",,,"2018-03-02","MABER DIBALIA VIDAL GUZMAN","279339","2019-10-10","2019-12","13",,,,"17.8","1.05",,,,,
"RULIANNY GABRIELA GONZALEZ VASQUEZ","700302981852134","70733679200",,"2017-08-20","LILIANA COROMOTO VASQUEZ MAITA","279391","2019-02-22","2019-12","13",,,,"78","1.74",,,,,
"ARTHUR KAUA LIMA MOTA","705805495530231",,,"2019-03-10","CAROLINE LIMA DA SILVA","291492","2019-10-22","2019-12","13",,,,"74.5",,,,,,
"LEIRISMAR ROXIELYS JIMENEZ SALAZAR","700205978120520","70777708264",,"2018-01-14","ROXIMAR DEL CARMEN SALAZAR VIDAL","299422","2019-05-28","2019-12","13",,,,,,,,,,
"ARTHUR CASTRO CORREA","898004949630999",,,"2016-02-16","FRANCIMARA DE CASTRO SOUZA","283857","2019-04-15","2019-12","13",,,,,,,,,,
"DANYS EMILIO HERNANDEZ","898005881693088",,,"2019-02-22","NOME INCOMPLETO","284089","2019-03-11","2019-12","13",,,,"4.43","0.53",,,,,
"DANYS EMILIO HERNANDEZ","898005881693088",,,"2019-02-22","NOME INCOMPLETO","284089","2019-09-25","2019-12","13",,,,"8.3",,,,,,
"ANDRES MATIA ORONOZ VALDIVIESO","898005899173779",,,"2018-10-20","YENDERLIN MERCEDES VALDIVIESO MORILLO","284090","2019-12-02","2019-12","13",,,,,,,,,,
"MATEUS BRENO DA SILVA PENA","898004821470812",,,"2015-07-18","NOME INCOMPLETO","284964","2019-11-18","2019-12","13",,,,,,,,,,
"AYLLA VALENTINA OLIVEIRA MOURA","700007109562500",,,"2019-01-21","RAYLANE OLIVEIRA CARVALHO","285300","2019-06-26","2019-12","13",,,,"44","1.56",,,,,
"MARIANA SAYURI LOPEZ MORIYAMA","703203657926493",,,"2018-08-31","SUSANA MARIA LOPEZ TOVAR","279926","2019-08-19","2019-12","13",,,,,,,,,,
"MARIANA SAYURI LOPEZ MORIYAMA","703203657926493",,,"2018-08-31","SUSANA MARIA LOPEZ TOVAR","279926","2019-07-22","2019-12","13",,,,,,,,,,
"HEITOR JESUS SAMPAIO","700002284129700",,,"2018-09-08","JHENIFER RAFAELE SAMPAIO","291771","2019-11-18","2019-12","13",,,,"65.4","1.58",,,,,
"JAIR NICANOR SANCHEZ CALVO","898005909289642",,,"2019-04-05","ISAMAR DEL VALLE CALVO EREIRA","300160","2019-04-26","2019-12","13",,,,,,,,,,
"ROXANETT NAZARETT GASCON SALAS","898005909632606",,,"2015-11-12","IZANETT DEL VALLE SALAS","300236","2019-05-21","2019-12","13",,,,,,,,,,
"JENIFER RIBEIRO LEITE","898005887988241",,,"2018-08-25","JOELANY SILVA LEITE","285311","2019-03-14","2019-12","13",,,,,,,,,,
"ANTHONELLA MEDEIROS VELOSO","702509369692432",,,"2019-02-23","PARICIA MARTINS DE MEDEIROS","286202","2019-03-18","2019-12","13",,,,,,,,,,
"ANTHONELLA MEDEIROS VELOSO","702509369692432",,,"2019-02-23","PARICIA MARTINS DE MEDEIROS","286202","2019-11-29","2019-12","13",,,,,,,,,,
"ISANGELYS ANDRIMAR GUERRERO MAITA","700209996767429",,,"2017-12-15","ISMARY DEL VALLE GUERRERO MAITA","280646","2019-02-26","2019-12","13",,,,,,,,,,
"DAVID JUVENCIO PEIXOTO","898005126680589",,,"2015-06-21","SEVERINA JUVENCIO PEIXOTO","280660","2019-02-26","2019-12","13",,,,,,,,,,
"NOHEMY SARAIJ ORCOPEY VASQUEZ","898005907474019",,,"2017-12-02","NOME INCOMPLETO","292227","2019-04-03","2019-12","13",,,,,,,,,,
"NOHEMY SARAIJ ORCOPEY VASQUEZ","898005907474019",,,"2017-12-02","NOME INCOMPLETO","292227","2019-12-05","2019-12","13",,,,"60.8",,,,,,
"JIMENA SOFIA OCHOA VARGAS","704601149078024",,,"2014-08-08","ANA SILVA","286623","2019-08-13","2019-12","13",,,,"28.6","1.31",,,,,
"JIMENA SOFIA OCHOA VARGAS","704601149078024",,,"2014-08-08","ANA SILVA","286623","2019-03-18","2019-12","13",,,,"27.7","1.26",,,,,
"ANA JULIA AZEVEDO AMORIM","707409021482574",,,"2015-09-03","DIURANGELI MARIA DA SILVA AZEVEDO","292746","2019-07-15","2019-12","13",,,,"6.4",,,,,,
"RN VICTORIA GABRIELLY DA SILVA LOBATO","898005909802331",,,"2019-04-11","VICTORIA GABRIELLY DA SILVA LOBATO","300984","2019-11-04","2019-12","13",,,,,,,,,,
"RONNY JOSE RONDON ROMERO","898005904058634",,,"2013-06-25","HILDA LUISA ROMERO","281961","2019-10-25","2019-12","13",,,,"46","1.56",,,,,
"RN JESSICA RAYANE PEREIRA DO NASCIMENTO",,,,"2019-03-19","NOME INCOMPLETO","293408","2019-04-08","2019-12","13",,,,,,,,,,
"SAMANTHA SOFIA VALDERRAMA SALAZAR","705605428683813","70770202233",,"2018-11-30","YULIANDRY JOSEFINA SALAZAR MOROCOIMA","293459","2019-04-08","2019-12","13",,,,,,,,,,
"VALERIE ALEXANDRA ORTEGA VALLERA","708504328994978",,,"2014-03-04","NOME INCOMPLETO","293832","2019-09-24","2019-12","13",,,,,,,,,,
"VICTORIA SOFIA CORDERO GOMEZ","898005909958463","70753753260",,"2015-05-31","YERAIN NAYROBIS GOMEZ SALAZAR","301781","2019-05-02","2019-12","13",,,,,,,,,,
"MARILYN BERIA","700002566877909",,,"2017-03-27","MARICELI BERIA","288773","2019-03-25","2019-12","13",,,,,,,,,,
"ABNER OTTONIEL PENA DIAZ","898005821225436",,,"2017-02-14","ANGELICA JOSE DIAZ SALAZAR","288800","2019-03-25","2019-12","13",,,,,,,,,,
"BENICIO ARAUJO PINHEIRO","709603621536771",,,"2019-01-29","NATALY ARAUJO DE ASSIS PINHEIRO","282107","2019-04-25","2019-12","13",,,,,,,,,,
"SAMUEL VIEIRA SOUSA QUEIROZ","898005904997126",,,"2019-01-28","RENIEIDE MENDES QUEIROZ","282329","2019-03-19","2019-12","13",,,,"57.3","1.74",,,,,
"ARANZA JEMAILY MATOS RIVAS","898005901539577",,,"2015-02-11","NOME INCOMPLETO","294157","2019-07-19","2019-12","13",,,,"72.4","1.48",,,,,
"ROXYMAR VALENTINA MARIN RODRIGUEZ","703102826673260","08192106250",,"2019-01-10","RONEXI ANDREINA RODRIGUEZ CASTILLO","294436","2019-05-21","2019-12","13",,,,"60.4",,,,,,
"ROXYMAR VALENTINA MARIN RODRIGUEZ","703102826673260","08192106250",,"2019-01-10","RONEXI ANDREINA RODRIGUEZ CASTILLO","294436","2019-09-13","2019-12","13",,,,,,,,,,
