"NOME","CNS","CPF","PIS","DATA_NASCIMENTO","NOME_MAE","ID_ORIGEM","DATA_EVENTO","COMPETENCIA","ID_EVENTO_ORIGEM","STATUS","DATA_INATIVACAO","GESTACAO","PESO","ALTURA","DPP","DUM","SEMANA_GESTACAO","UBS","PROFISSIONAL"
"THAMYNS CRISTINA PAIVA SOUSA","706009889239845","06442733211",,"2005-01-15","DALVANEI PAIVA PINTO","288449","2019-07-15","2019-12","1","ATIVO",,,,,"2020-02-15","2019-05-08",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"EDELYN VILLALBA VALLEZ","707801635605819","70740362267",,"1981-01-22","JUANA VALLEZ","288456","2019-06-24","2019-12","1","ATIVO",,,,,"2020-07-14","2019-10-07",,"UNIDADE BASICA DE SAUDE OLENKA MACELLARO THOME VIEIRA",
"EDELYN VILLALBA VALLEZ","707801635605819","70740362267",,"1981-01-22","JUANA VALLEZ","288456","2019-11-22","2019-12","1","ATIVO",,,,,"2020-07-14","2019-10-07",,"UNIDADE BASICA DE SAUDE ASA BRANCA",
"YOSBELYS NAIYALETH CAMPOS URBANO","898005903036017",,,"1998-04-18","OMAIRA URBANO","281175","2019-09-12","2019-12","1","ATIVO",,,,,"2020-02-26","2019-05-19",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
"ANA JESSICA PEIXOTO DA SILVA","705002809485157",,,"2000-08-17","CELIANE CRISTINE LIMA PEIXOTO","285690","2019-04-23","2019-12","1","ATIVO",,,,,"2019-09-09","2018-12-02",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"FRANDELYS ALEXANDRA CHALOT RAMOS","704708756577533","70784802289",,"1999-02-10","FRANCY INES RAMOS DE CHALOT","285716","2019-08-06","2019-12","1","ATIVO",,,,,"2020-03-12","2019-06-05",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"YOCERLENY LISAHIS VARGAS ARAGUACHE","898005905567567",,,"1999-06-29","SILVIA DEL VALLE APAGUACHE","283480","2019-05-29","2019-12","1","ATIVO",,,,,"2019-09-05","2018-11-28",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"EMILY MARINEY DELGADO TORRES","705200461424170",,,"1993-06-21","EMILIA CHINQUIQUIRA TORRES","283489","2019-03-07","2019-12","1","ATIVO",,,,,"2019-09-22","2018-12-15",,"UNIDADE BASICA DE SAUDE ASA BRANCA",
"EMILY MARINEY DELGADO TORRES","705200461424170",,,"1993-06-21","EMILIA CHINQUIQUIRA TORRES","283489","2019-05-30","2019-12","1","ATIVO",,,,,"2019-09-22","2018-12-15",,"UNIDADE BASICA DE SAUDE ASA BRANCA",
"ALDIENE LIMA DA SILVA","706508387039097",,,"1998-06-20","JANETH DE LIMA MONTEIRO","283490","2019-03-18","2019-12","1","ATIVO",,,,,"2019-05-14","2018-08-07",,"UNIDADE BASICA DE SAUDE OLENKA MACELLARO THOME VIEIRA",
"NAIDELYS ANDREINA JIMENEZ BARRIOS","898005894053538",,,"1997-05-12","NINOSKA CAROLINA BARRIOS GUATARASMA","283533","2019-07-29","2019-12","1","ATIVO",,,,,"2019-11-22","2019-02-15",,"UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE",
"DANIELE BRITO DA SILVA","700202482533328",,,"1991-08-29","ANTONIA BRITO DA SILVA","278729","2019-11-13","2019-12","1","ATIVO",,,,,"2020-08-01","2019-10-25",,"UNIDADE BASICA DE SAUDE SENADOR HELIO CAMPOS",
"GEYSIANE DE PINHO OLIVEIRA","707004866875536",,,"1988-06-27","ELIZABETE BARRETO DE PINHO","278732","2019-03-26","2019-12","1","ATIVO",,,,,"2019-12-19","2019-03-12",,"UNIDADE BASICA DE SAUDE OLENKA MACELLARO THOME VIEIRA",
"GEYSIANE DE PINHO OLIVEIRA","707004866875536",,,"1988-06-27","ELIZABETE BARRETO DE PINHO","278732","2019-05-24","2019-12","1","ATIVO",,,,,"2019-12-19","2019-03-12",,"UNIDADE BASICA DE SAUDE OLENKA MACELLARO THOME VIEIRA",
"ANNE KEROLAYNE BENTO SILVA","705808405899632","05213806260",,"2000-02-06","ANA KEILA DE SOUZA BENTO","278747","2019-10-01","2019-12","1","ATIVO",,,,,"2020-04-12","2019-07-05",,"UNIDADE BASICA DE SAUDE PRICUMA",
"IANNA KAROLINE CARRERA VILLALBA","898005905022684",,,"1998-07-14","MARIA ISABEL VILLALBA","282416","2019-02-19","2019-12","1","ATIVO",,,,,"2019-04-05","2018-06-28",,"UNIDADE BASICA DE SAUDE EDNA BEZERRA DINIZ",
"TIFFANNY JAQUELINE MELENDEZ CARPIO","709006816177213","70734452209",,"1995-09-08","CARMEN ELENA CARPIO FLORES","282458","2019-03-14","2019-12","1","ATIVO",,,,,"2019-09-07","2018-11-30",,"UNIDADE BASICA DE SAUDE BURITIS",
"LIZLYN PERES ALMEIDA","708304213900360",,,"1995-04-03","BERNADETH PERES","282461","2019-02-25","2019-12","1","ATIVO",,,,,"2019-10-17","2019-01-10",,"UNIDADE BASICA DE SAUDE CINTURAO VERDE",
"LIZLYN PERES ALMEIDA","708304213900360",,,"1995-04-03","BERNADETH PERES","282461","2019-05-30","2019-12","1","ATIVO",,,,,"2019-10-17","2019-01-10",,"UNIDADE BASICA DE SAUDE CINTURAO VERDE",
"YOHANNYS CRISMAR SUBERO LUCES","898005904983257","70718061284",,"1997-11-04","LUZCRIMAR DE BAEZ","282483","2019-02-19","2019-12","1","ATIVO",,,,,"2019-05-31","2018-08-24",,"UNIDADE BASICA DE SAUDE TANCREDO NEVES",
"YOHANNYS CRISMAR SUBERO LUCES","898005904983257","70718061284",,"1997-11-04","LUZCRIMAR DE BAEZ","282483","2019-05-29","2019-12","1","ATIVO",,,,,"2019-05-31","2018-08-24",,"UNIDADE BASICA DE SAUDE TANCREDO NEVES",
"ZAIRET DEL VALLE MEDINA","898005902189308",,,"1995-05-10","NOME INCOMPLETO","284558","2019-02-25","2019-12","1","ATIVO",,,,,"2019-08-22","2018-11-15",,"UNIDADE BASICA DE SAUDE EQUATORIAL",
"ZAIRET DEL VALLE MEDINA","898005902189308",,,"1995-05-10","NOME INCOMPLETO","284558","2019-05-31","2019-12","1","ATIVO",,,,,"2019-08-22","2018-11-15",,"UNIDADE BASICA DE SAUDE EQUATORIAL",
"ROSA AVELINA CASTANEDA CARDOZO","898005862798899",,,"1998-04-18","ROSA ELENA CARDOZO","284559","2019-06-04","2019-12","1","ATIVO",,,,,"2019-11-04","2019-01-28",,"UNIDADE BASICA DE SAUDE RUBELDIMAR MAIA DE A. CRUZ",
"ROSIRETH CAROLINA DIAZ SANGUINO","703401012131500","70693042265",,"1993-08-20","ROSA ANGELINA SANGUINO BERMUDEZ","284565","2019-02-27","2019-12","1","ATIVO",,,,,"2019-04-30","2018-07-24",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"RODDELYL CARMEN GARCIA FARIAS","898005905331024",,,"1998-09-06","FELICIA MARISOL FARIAS","284568","2019-03-01","2019-12","1","ATIVO",,,,,"2019-07-09","2018-10-02",,"UNIDADE BASICA DE SAUDE ASA BRANCA",
"RODDELYL CARMEN GARCIA FARIAS","898005905331024",,,"1998-09-06","FELICIA MARISOL FARIAS","284568","2019-05-24","2019-12","1","ATIVO",,,,,"2019-07-09","2018-10-02",,"UNIDADE BASICA DE SAUDE ASA BRANCA",
"ANGELICA MARIATNYS RUMBOS ALVAREZ","706408653263187",,,"1997-10-17","ELYS MARGARITA ALVARES RIVAS","284585","2019-03-18","2019-12","1","ATIVO",,,,,"2019-07-01","2018-09-24",,"UNIDADE BASICA DE SAUDE OLENKA MACELLARO THOME VIEIRA",
"ANGELICA MARIATNYS RUMBOS ALVAREZ","706408653263187",,,"1997-10-17","ELYS MARGARITA ALVARES RIVAS","284585","2019-06-14","2019-12","1","ATIVO",,,,,"2019-07-01","2018-09-24",,"UNIDADE BASICA DE SAUDE OLENKA MACELLARO THOME VIEIRA",
"ANGELICA APARECIDA POMIN","704709725398336","04763802275",,"1998-11-17","NOME INCOMPLETO","284588","2019-02-25","2019-12","1","ATIVO",,,,,"2019-10-15","2019-01-08",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"ANGELICA APARECIDA POMIN","704709725398336","04763802275",,"1998-11-17","NOME INCOMPLETO","284588","2019-05-24","2019-12","1","ATIVO",,,,,"2019-10-15","2019-01-08",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"ADELIA MARIA MARINHO NETA","707807686731213","02208704207","20449786352","1996-10-03","NUZIA MARIA MARINHO","256110","2019-05-24","2019-12","1","ATIVO",,,,,"2020-02-05","2019-04-28",,"UNIDADE BASICA DE SAUDE ARMINDA GOMES",
"ARAY LEZAMA YITZI YULIKAR","705804448097232","70722806264",,"1998-03-25","ZAIDA FRANCELIZ LEZAMA RATIZ","256166","2019-11-22","2019-12","1","ATIVO",,,,,"2020-07-17","2019-10-10",,"UNIDADE BASICA DE SAUDE SAO VICENTE",
"MALEGNY JOSEFINA MEJIAS GONZALEZ","706806763891225",,,"1990-09-21","ELINIA COROMOTO GONZALEZ","284374","2019-10-15","2019-12","1","ATIVO",,,,,"2020-02-18","2019-05-11",,"UNIDADE BASICA DE SAUDE SAO VICENTE",
"RAYANE SANTOS PORTELA","705005247251054",,,"2000-05-06","MARIA GORETHE SANTOS DE ALEXANDRE","284450","2019-08-29","2019-12","1","ATIVO",,,,,"2019-09-30","2018-12-23",,"UNIDADE BASICA DE SAUDE RAIAR DO SOL",
"OSCAIRELYS ELIANNYS ROJAS AVILA","898005905435547","70758588232",,"1997-10-24","MAIRELYS DEL VALLE AVILA ROMERO","282576","2019-04-22","2019-12","1","ATIVO",,,,,"2019-10-03","2018-12-27",,"UNIDADE BASICA DE SAUDE OLENKA MACELLARO THOME VIEIRA",
"OSCAIRELYS ELIANNYS ROJAS AVILA","898005905435547","70758588232",,"1997-10-24","MAIRELYS DEL VALLE AVILA ROMERO","282576","2019-06-14","2019-12","1","ATIVO",,,,,"2019-10-03","2018-12-27",,"UNIDADE BASICA DE SAUDE OLENKA MACELLARO THOME VIEIRA",
"ADRIANA SANTOS CORREA","706801254450528",,,"1995-05-15","ALCINA SANTOS PEQUENO","282589","2019-05-09","2019-12","1","ATIVO",,,,,"2019-10-03","2018-12-27",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"ADRIANA SANTOS CORREA","706801254450528",,,"1995-05-15","ALCINA SANTOS PEQUENO","282589","2019-02-27","2019-12","1","ATIVO",,,,,"2019-10-03","2018-12-27",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"ADRIANA SANTOS CORREA","706801254450528",,,"1995-05-15","ALCINA SANTOS PEQUENO","282589","2019-02-27","2019-12","1","ATIVO",,,,,"2019-10-03","2018-12-27",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"SCARLETH MAILIN URBAEZ PARAGUACUTO","703403209159314","70702333298",,"1991-02-21","CRUZ MERCEDES PARAGUACUTO QUIJADA","282617","2019-11-13","2019-12","1","ATIVO",,,,,"2020-06-25","2019-09-18",,"UNIDADE BASICA DE SAUDE BURITIS",
"MARIELYZ CORAMOTO FERNANDEZ BRICENO","898005905619966",,,"1999-08-08","NOME INCOMPLETO","285841","2019-04-05","2019-12","1","ATIVO",,,,,"2019-04-03","2018-06-26",,"UNIDADE BASICA DE SAUDE OLENKA MACELLARO THOME VIEIRA",
"ROSAIDY DEL VALLE PEREZ ZORRILLA","709800084123797","70762632208",,"1991-09-20","ROSAIDA ROBERTA ZORRILLA UGAS","285855","2019-05-16","2019-12","1","ATIVO",,,,,"2019-05-23","2018-08-16",,"UNIDADE BASICA DE SAUDE BURITIS",
"ROSAIDY DEL VALLE PEREZ ZORRILLA","709800084123797","70762632208",,"1991-09-20","ROSAIDA ROBERTA ZORRILLA UGAS","285855","2019-02-27","2019-12","1","ATIVO",,,,,"2019-05-23","2018-08-16",,"UNIDADE BASICA DE SAUDE MECEJANA",
"GENESIS COROMOTO GUEVARA DE SALAS","898005905557782",,,"1990-11-18","BERTA JOSEFINA TREMARIA","285877","2019-05-22","2019-12","1","ATIVO",,,,,"2019-08-25","2018-11-18",,"UNIDADE BASICA DE SAUDE CAMBARA",
"ROSANY GABRIELA GUTIERREZ CORDERO","898005905935604",,,"1992-06-16","NOME INCOMPLETO","285895","2019-05-07","2019-12","1","ATIVO",,,,,"2019-05-15","2018-08-08",,"UNIDADE BASICA DE SAUDE RUBELDIMAR MAIA DE A. CRUZ",
"ROXIMAR DEL VALLE MARIN YDROGO","703202636167290","70815738277",,"1997-12-04","ROSA VIRGINIA YDROGO SANTIL","286827","2019-03-14","2019-12","1","ATIVO",,,,,"2019-04-12","2018-07-05",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"ROXIMAR DEL VALLE MARIN YDROGO","703202636167290","70815738277",,"1997-12-04","ROSA VIRGINIA YDROGO SANTIL","286827","2019-09-24","2019-12","1","ATIVO",,,,,"2019-04-12","2018-07-05",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"MARIA MADALENA DA SILVA","898004064679999",,,"1999-03-03","NOME INCOMPLETO","286846","2019-03-28","2019-12","1","ATIVO",,,,,"2019-08-10","2018-11-03",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"MARIA MADALENA DA SILVA","898004064679999",,,"1999-03-03","NOME INCOMPLETO","286846","2019-03-28","2019-12","1","ATIVO",,,,,"2019-08-10","2018-11-03",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"ROCHELY PEREIRA DA SILVA","700806404306686","01309746257",,"1992-03-30","TELMA PEREIRA DA SILVA","286864","2019-03-19","2019-12","1","ATIVO",,,,,"2019-10-17","2019-01-10",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"EDGARIS ISABEL LA ROSA MAGRO","898005906001621",,,"1996-05-05","ISABEL MAGRO","286870","2019-04-16","2019-12","1","ATIVO",,,,,"2019-07-20","2018-10-13",,"UNIDADE BASICA DE SAUDE TANCREDO NEVES",
"EDGARIS ISABEL LA ROSA MAGRO","898005906001621",,,"1996-05-05","ISABEL MAGRO","286870","2019-06-04","2019-12","1","ATIVO",,,,,"2019-07-20","2018-10-13",,"UNIDADE BASICA DE SAUDE TANCREDO NEVES",
"JESSICA BARBOSA DA SILVA","700705457509980",,,"1994-12-30","SONIA BARBOSA DOS SANTOS","288637","2019-05-13","2019-12","1","ATIVO",,,,,"2019-10-21","2019-01-14",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"JESSICA BARBOSA DA SILVA","700705457509980",,,"1994-12-30","SONIA BARBOSA DOS SANTOS","288637","2019-03-13","2019-12","1","ATIVO",,,,,"2019-10-21","2019-01-14",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"REBECA GOMES DA SILVA","704508640096220",,,"1997-07-08","SILVANA GOMES DA SILVA","288642","2019-03-13","2019-12","1","ATIVO",,,,,"2019-07-08","2018-10-01",,"UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE",
"REBECA GOMES DA SILVA","704508640096220",,,"1997-07-08","SILVANA GOMES DA SILVA","288642","2019-08-01","2019-12","1","ATIVO",,,,,"2019-07-08","2018-10-01",,"UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE",
"ANGELA GABRIELA MUJICA HERNANDEZ","898005901744162",,,"2001-08-31","NUEVES CORORMOTO","288649","2019-04-02","2019-12","1","ATIVO",,,,,"2019-09-21","2018-12-14",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"MIRIANNYS CAROLINA GOMEZ DIAZ","702004842729385",,,"1997-01-13","MIRIANNYS CAROLINA GOMEZ DIAZ","288655","2019-05-14","2019-12","1","ATIVO",,,,,"2019-06-22","2018-09-15",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"MIRIANNYS CAROLINA GOMEZ DIAZ","702004842729385",,,"1997-01-13","MIRIANNYS CAROLINA GOMEZ DIAZ","288655","2019-04-02","2019-12","1","ATIVO",,,,,"2019-06-22","2018-09-15",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"RENATA ARAUJO COSTA","700507514543651",,,"2002-10-28","SUENILDE ARAUJO COSTA","288670","2019-04-03","2019-12","1","ATIVO",,,,,"2019-08-11","2018-11-04",,"UNIDADE BASICA DE SAUDE EQUATORIAL",
"RENATA ARAUJO COSTA","700507514543651",,,"2002-10-28","SUENILDE ARAUJO COSTA","288670","2019-07-26","2019-12","1","ATIVO",,,,,"2019-08-11","2018-11-04",,"UNIDADE BASICA DE SAUDE EQUATORIAL",
"ANDRIELE CAMILA DE SOUZA MONTEIRO","700208444165320",,,"1996-10-19","MARIA VILMA SOARES DE SOUZA","288694","2019-03-11","2019-12","1","ATIVO",,,,,"2019-08-17","2018-11-10",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"ANDRIELE CAMILA DE SOUZA MONTEIRO","700208444165320",,,"1996-10-19","MARIA VILMA SOARES DE SOUZA","288694","2019-06-04","2019-12","1","ATIVO",,,,,"2019-08-17","2018-11-10",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"JAMILY HILARIO DOS SANTOS ROCHA","705002479316357",,,"2004-07-31","PAULA SANTOS","274578","2019-03-29","2019-12","1","ATIVO",,,,,"2019-07-02","2018-09-25",,"UNIDADE BASICA DE SAUDE ARMINDA GOMES",
"JAMILY HILARIO DOS SANTOS ROCHA","705002479316357",,,"2004-07-31","PAULA SANTOS","274578","2019-05-24","2019-12","1","ATIVO",,,,,"2019-07-02","2018-09-25",,"UNIDADE BASICA DE SAUDE ARMINDA GOMES",
"DAYANNE SENA FERREIRA","702606201602548",,,"1989-04-27","JUCENI SENA FERREIRA","276499","2019-02-15","2019-12","1","ATIVO",,,,,"2019-08-27","2018-11-20",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"GLAUBIA ALVES DA SILVA","700809475529982",,,"1997-09-24","CLAUDIA MOREIRA DA SILVA","276508","2019-02-07","2019-12","1","ATIVO",,,,,"2019-09-30","2018-12-23",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"GLAUBIA ALVES DA SILVA","700809475529982",,,"1997-09-24","CLAUDIA MOREIRA DA SILVA","276508","2019-02-07","2019-12","1","ATIVO",,,,,"2019-09-30","2018-12-23",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"ANGELA ANNA DA SILVA","702302182849511",,,"2000-02-28","MARIA ANNA DA SILVA","276573","2019-06-24","2019-12","1","ATIVO",,,,,"2019-09-23","2018-12-16",,"UNIDADE BASICA DE SAUDE RUBELDIMAR MAIA DE A. CRUZ",
"NADIA PORTO SOUSA","708206139954248",,,"1983-03-26","NOME INCOMPLETO","276574","2019-08-06","2019-12","1","ATIVO",,,,,"2020-02-19","2019-05-12",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
"MARCIA CARLA SOUSA DE MELO","708709187745597",,,"1997-05-14","NOME INCOMPLETO","287082","2019-10-04","2019-12","1","ATIVO",,,,,"2020-05-29","2019-08-22",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"OSBELY DEL VALLE PINTO VILLASANA","706206505949463",,,"2001-01-28","ELENA VILLASANA NARVAEZ","277967","2019-02-13","2019-12","1","ATIVO",,,,,"2019-05-24","2018-08-17",,"UNIDADE BASICA DE SAUDE DELIO TUPINAMBA",
"ENMYLLAY COELHO DE SOUZA CRUZ DIAS","700209951599926",,,"1990-11-03","HELEN JEANE COELHO DE SOUZA CRUZ","277997","2019-05-10","2019-12","1","ATIVO",,,,,"2019-08-21","2018-11-14",,"UNIDADE BASICA DE SAUDE OLENKA MACELLARO THOME VIEIRA",
"ENMYLLAY COELHO DE SOUZA CRUZ DIAS","700209951599926",,,"1990-11-03","HELEN JEANE COELHO DE SOUZA CRUZ","277997","2019-03-11","2019-12","1","ATIVO",,,,,"2019-08-21","2018-11-14",,"UNIDADE BASICA DE SAUDE OLENKA MACELLARO THOME VIEIRA",
"NAIROBYS NAYBETH PETRUCE RODRIGUEZ","703106692897090","70747524289",,"1985-06-12","MARIA TEREZA RODRIGUEZ","278022","2019-12-04","2019-12","1","ATIVO",,,,,"2020-01-03","2019-03-27",,"UNIDADE BASICA DE SAUDE PRICUMA",
"BRANYELIS CAROLINA ESPINOZA FLORES","898005904511304",,,"2000-12-12","YOLIMAR FLORES","278025","2019-04-23","2019-12","1","ATIVO",,,,,"2019-08-26","2018-11-19",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"NEIDY KARIANNY TORRES MUNOZ","898005902169153",,,"2001-01-20","NEIDA YACELI MUNOZ","281381","2019-05-16","2019-12","1","ATIVO",,,,,"2019-12-27","2019-03-20",,"UNIDADE BASICA DE SAUDE DR. DALMO SILVA FEITOSA",
"AILIN MARYANNY MARQUES ITANARE","898005905206939",,,"1999-04-19","NOME INCOMPLETO","281388","2019-02-28","2019-12","1","ATIVO",,,,,"2019-10-01","2018-12-25",,"UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE",
"AILIN MARYANNY MARQUES ITANARE","898005905206939",,,"1999-04-19","NOME INCOMPLETO","281388","2019-06-04","2019-12","1","ATIVO",,,,,"2019-10-01","2018-12-25",,"UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE",
"LEANNYS DE LA CRUZ META GONZALEZ","708906776533816",,,"1998-09-17","LEIDYS DEL VALLE GONZAGA GAZCON","277138","2019-03-28","2019-12","1","ATIVO",,,,,"2019-08-03","2018-10-27",,"UNIDADE BASICA DE SAUDE DELIO TUPINAMBA",
"LEANNYS DE LA CRUZ META GONZALEZ","708906776533816",,,"1998-09-17","LEIDYS DEL VALLE GONZAGA GAZCON","277138","2019-05-30","2019-12","1","ATIVO",,,,,"2019-08-03","2018-10-27",,"UNIDADE BASICA DE SAUDE DELIO TUPINAMBA",
"KARLA LORRANNY FEITOSA DA SILVA","700706991543878",,,"1991-02-08","DJANIRA FEITOSA DOS SANTOS","271898","2019-01-31","2019-12","1","ATIVO",,,,,"2019-04-09","2018-07-02",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"KARLA LORRANNY FEITOSA DA SILVA","700706991543878",,,"1991-02-08","DJANIRA FEITOSA DOS SANTOS","271898","2019-01-31","2019-12","1","ATIVO",,,,,"2019-04-09","2018-07-02",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"IARA DE SOUZA MATIAS","706802278868221","00108323277",,"1989-12-14","MAIARA BARBOSA DE SOUZA","271925","2019-05-16","2019-12","1","ATIVO",,,,,"2019-09-05","2018-11-28",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"IARA DE SOUZA MATIAS","706802278868221","00108323277",,"1989-12-14","MAIARA BARBOSA DE SOUZA","271925","2019-01-23","2019-12","1","ATIVO",,,,,"2019-09-05","2018-11-28",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"NAGELA CAROLINE SILVA QUADROS","709202292804138",,,"1992-11-18","DARCI OLIVEIRADA SILVA","271931","2019-11-07","2019-12","1","ATIVO",,,,,"2020-02-28","2019-05-21",,"UNIDADE BASICA DE SAUDE MECEJANA",
"DARLEANE ALVES DA SILVA","703407278716514",,,"1991-07-27","ANTONIA ALVES DA SILVA COSTA","276838","2019-05-09","2019-12","1","ATIVO",,,,,"2019-08-29","2018-11-22",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"DARLEANE ALVES DA SILVA","703407278716514",,,"1991-07-27","ANTONIA ALVES DA SILVA COSTA","276838","2019-04-09","2019-12","1","ATIVO",,,,,"2019-08-29","2018-11-22",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"SAMARA RAQUEL FERNANDES LIMA","703400281673719","04229683235",,"2001-12-20","MARIA FERNANDES DA COSTA","276842","2019-10-16","2019-12","1","ATIVO",,,,,"2019-12-18","2019-03-11",,"UNIDADE BASICA DE SAUDE SANTA LUZIA",
"ANA PAULA DE SOUZA TOMAZ","700603462540466",,,"1985-06-14","MARIA DAS DORES DE SOUZA TOMAZ","276850","2019-08-07","2019-12","1","ATIVO",,,,,"2019-12-28","2019-03-21",,"UNIDADE BASICA DE SAUDE PRICUMA",
"LINDENIR GONCALVES DOS SANTOS","700507772959451",,,"1986-11-23","NOME INCOMPLETO","276888","2019-02-08","2019-12","1","ATIVO",,,,,"2019-09-29","2018-12-22",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"YURAISY KATIUSKA CHAVEZ ROSALES","706705501102312",,,"1989-01-13","NOME INCOMPLETO","287501","2019-09-03","2019-12","1","ATIVO",,,,,"2019-10-25","2019-01-18",,"UNIDADE BASICA DE SAUDE SAYONARA MARIA DANTAS LICARIAO MATOS",
"WILLENNYS JOSE MARRIOT MERCHAN","898005152395241",,,"1993-12-02","ROSIRIS BELTRONA MERCHAN DE MARRIOT","287526","2019-04-11","2019-12","1","ATIVO",,,,,"2019-09-09","2018-12-02",,"UNIDADE BASICA DE SAUDE DELIO TUPINAMBA",
"WILLENNYS JOSE MARRIOT MERCHAN","898005152395241",,,"1993-12-02","ROSIRIS BELTRONA MERCHAN DE MARRIOT","287526","2019-05-16","2019-12","1","ATIVO",,,,,"2019-09-09","2018-12-02",,"UNIDADE BASICA DE SAUDE DELIO TUPINAMBA",
"STEFANY VITORIA SANTOS CHAGAS CHAVES","703406229972617",,,"2001-04-06","FRANCILEIDE SANTOS CHAGAS CHAVES","287527","2019-11-27","2019-12","1","ATIVO",,,,,"2020-05-27","2019-08-20",,"UNIDADE BASICA DE SAUDE JORGE ANDRE GURJAO VIEIRA",
"ROYMA ALEJANDRA MIRANDA","706008390859541",,,"1993-08-13","CLARA MIRANDA","287548","2019-05-08","2019-12","1","ATIVO",,,,,"2019-04-20","2018-07-13",,"UNIDADE BASICA DE SAUDE BURITIS",
"ROYMA ALEJANDRA MIRANDA","706008390859541",,,"1993-08-13","CLARA MIRANDA","287548","2019-03-25","2019-12","1","ATIVO",,,,,"2019-04-20","2018-07-13",,"UNIDADE BASICA DE SAUDE BURITIS",
"POLLYANA REZENDE CUSTODIO GUIMARAES","703401203244210",,,"1989-07-19","NEUSA REZENDE CUSTODIO","287559","2019-04-16","2019-12","1","ATIVO",,,,,"2019-05-19","2018-08-12",,"UNIDADE BASICA DE SAUDE ASA BRANCA",
"PAULA ROBERTA SOUSA DA SILVA","700001020365107",,,"1987-01-10","TERESINHA FELIX SOUSA DA SILVA","276341","2019-02-15","2019-12","1","ATIVO",,,,,"2019-09-14","2018-12-07",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"PALINA NUNES DA SILVA","704700576076040",,,"1997-03-15","MARIA DO SOCORRO AURELIANO DA SILVA","276373","2019-02-19","2019-12","1","ATIVO",,,,,"2019-09-12","2018-12-05",,"UNIDADE BASICA DE SAUDE DR. DALMO SILVA FEITOSA",
"PALINA NUNES DA SILVA","704700576076040",,,"1997-03-15","MARIA DO SOCORRO AURELIANO DA SILVA","276373","2019-05-22","2019-12","1","ATIVO",,,,,"2019-09-12","2018-12-05",,"UNIDADE BASICA DE SAUDE DR. DALMO SILVA FEITOSA",
"BRENDA CRISTINA PEREIRA FRANCO","702904509344271",,,"1993-01-07","IZABEL CRISTINA PEREIRA","285092","2019-03-14","2019-12","1","ATIVO",,,,,"2019-08-22","2018-11-15",,"UNIDADE BASICA DE SAUDE HELIO MACEDO",
